sentence,option1,option2,answer
Eating fish is considered part of a normal diet for Kyle but not Aaron because _ is a vegan.,Kyle,Aaron,2
Steven told Donald that he had the symptoms of the flu that past two days.  _ was concerned.,Steven,Donald,2
Michael's hygiene isn't nearly as good as Joel's due to _ showering once a week.,Michael,Joel,1
Jane cannot lift the weight to the top of the table and she dropped it on the stool. The _ is short.,table,stool,2
It was important for Robert to pack water for the group but not food because the _ was scarce.,water,food,1
It was important for Robert to pack water for the group but not food because the _ was accounted for.,water,food,2
"Jason thought it was convenient to be friends with Randy, so _ felt used in their relationship.",Jason,Randy,2
"Because Nick is a loyal customer at Lawrence's old tile store, _ is always right.",Nick,Lawrence,1
Leslie proudly told Kevin that he had signed up for the Armed Forces.  _ was worried for his friend.,Leslie,Kevin,2
Jessica wanted Kayla to attend the birth of her child but she had other plans. _ was happy that she couldn't make it.,Jessica,Kayla,2
Katrina celebrates Christmas every single year with their family while Tanya celebrates Hanukkah with theirs. _ practices Christianity.,Katrina,Tanya,1
John could not remove the wallpaper attached to the wall with a glue without the wallpaper tearing apart. The _ is weak.,glue,wallpaper,2
John could not remove the wallpaper attached to the wall with a glue without the wallpaper tearing apart. The _ is strong.,glue,wallpaper,1
I had to organize an art exhibition within a short time but it did not work because the _ was too long.,time,exhibition,2
"Christopher does not have good willpower, Nelson does therefore _ ate the cake and increased in size.",Christopher,Nelson,1
"Christopher does not have good willpower, Nelson does therefore _ did not eat cake and was not increased in size.",Christopher,Nelson,2
"Lawrence shovelled their driveway after the snow storm while Aaron avoided doing so, so _ had a driveway that was covered in snow.",Lawrence,Aaron,2
"Lawrence shovelled their driveway after the snow storm while Aaron avoided doing so, so _ had a driveway that was free from snow.",Lawrence,Aaron,1
Gaining acceptance in society was easier for Sarah than Katrina because _ had a traditional marriage.,Sarah,Katrina,1
"Sarah has able to ride a bike without training wheels, unlike Katrina, because _ was older and had better balance.",Sarah,Katrina,1
Working in a government agency better suited Ian than Brian because _ followed the rules.,Ian,Brian,1
John was looking at the benefits and payments for an insurance policy but the _ were too much.,payments,benefits,1
"Elena planted a tree and Erin yanked it out of the ground, so _ failed in their attempt to foster life.",Elena,Erin,1
"Elena planted a tree and Erin yanked it out of the ground, so _ succeeded in their attempt to destroy life.",Elena,Erin,2
We stayed in the gazebo instead of near the walkway when we went to the lake although the alligator was near the _ .,walkway,gazebo,2
"Since it didn't snow that much yesterday, let's make a snowman instead of an igloo since the _ needs more snow.",snowman,igloo,2
Laura wanted a friendship with Patricia but _ felt like the other didn't want one with them.,Laura,Patricia,1
"Dennis had to dig a lot shallower than Jeffrey to get water, because _ lives near a water source.",Dennis,Jeffrey,1
"Dennis had to dig a lot deeper than Jeffrey to get water, because _ lives near a water source.",Dennis,Jeffrey,2
The vegetable wasn't cooking fast enough in the water with fire because the _ was too small.,water,fire,2
The vegetable wasn't cooking fast enough in the water with fire because the _ was too much.,water,fire,1
"Ian's skin was a lot rougher than Brett's skin, because _ used lotion every day.",Ian,Brett,2
"Ben needed to change the baby's diaper and bottle. However, the baby started to cry because it was hungry so he got the _ .",bottle,diaper,1
"Rachel has recently bought a ferret from Patricia, and now _ needs help with care.",Rachel,Patricia,1
Nelson was having trouble paying their mortgage but not Eric because _ had their hours increased at work.,Nelson,Eric,2
"Benjamin looked at how successful Brian was in business and felt jealous, because _ was poorer at first.",Benjamin,Brian,2
"Amy couldn't stop itching after being around Monica all day, because _ was infected with lice.",Amy,Monica,1
"Amy couldn't stop itching after being around Monica all day, because _ infected them with lice.",Amy,Monica,2
"Laura's mouth is filled with cavities, but Felicia has none. This is due to _ hating candy.",Laura,Felicia,2
"Laura's mouth is filled with cavities, but Felicia has none. This is due to _ loving candy.",Laura,Felicia,1
"The gym trainer was teaching everybody how to get bigger arms before legs, since the _ are stronger.",arms,legs,2
"The gym trainer was teaching everybody how to get bigger arms before legs, since the _ are weaker.",arms,legs,1
"Since Mary had pneumonia and Samantha did not, _ had to stay home and take care of them all day long.",Mary,Samantha,2
Bob the investigator took a profile of the suspect and wrote everything down on a napkin instead of paper because the _ was somewhere else.,napkin,paper,2
During the business meeting Benjamin was rude to Donald so after the meeting the boss told _ to accept an apology.,Benjamin,Donald,2
Making food in the slow cooker suited Tanya but not Felicia because _ works longer hours.,Tanya,Felicia,1
Making food in the slow cooker suited Tanya but not Felicia because _ works shorter hours.,Tanya,Felicia,2
"Jen got her boyfriend a watch and made him a playlist in order to be romantic, and he wore the _ every day.",watch,playlist,1
"Jen got her boyfriend a watch and made him a playlist in order to be romantic, and he listened to the _ every day.",watch,playlist,2
"Neil dropped Joel off at the airport, after which _ got in their plane and flew away.",Neil,Joel,2
"Elena aspired to grow up and be just like Angela was now, as _ was still a kid .",Elena,Angela,1
The man had no problem fitting the sleeping bag in the trunk because the _ was compact.,sleeping bag,trunk,1
"Natalie saw that Emily still had a lot of anger towards him, even after _ had moved on.",Natalie,Emily,1
Logan had been in a limo many times but this was the first time for Michael so _ was bored.,Logan,Michael,1
The lifeguard gave a towel to Lindsey instead of Sarah since _ was dripping wet.,Lindsey,Sarah,1
The lifeguard gave a towel to Lindsey instead of Sarah since _ was already dry.,Lindsey,Sarah,2
The religious chanting was interrupted by the offensive protest in the church because the _ was quiet.,chanting,protest,1
"Ben wanted to either get a pencil or a TV to change his life, but the _ was too cheap.",pencil,TV,1
"Ben wanted to either get a pencil or a TV to change his life, but the _ was too expensive.",pencil,TV,2
"Robert felt at home on the ice, while Brian floundered, so _ asked if they'd give them lessons.",Robert,Brian,2
The kid ate in the chair instead of at the table because the _ was closer to the ground.,table,chair,2
The kid ate in the chair instead of at the table because the _ was farther from the ground.,table,chair,1
The diner paid a lower tax than the catering company because the _ had more business.,diner,catering company,2
"My support group meeting was at six and I had a flight at nine so there wasn't much time. Luckily, the _ was pretty short.",meeting,flight,1
"It was a much bigger risk to play around the table than the bench, because the _ had a soft edge.",bench,table,1
"He had a lot of luggage so he took the van instead of the sedan, because the _ is bigger.",van,sedan,1
Jennifer didn't mind doing ironing but Tanya couldn't stand it. _ spent hardly any money at the dry cleaners.,Jennifer,Tanya,1
Jennifer didn't mind doing ironing but Tanya couldn't stand it. _ spent a good sum of money at the dry cleaners.,Jennifer,Tanya,2
The trip was a lot less grueling than the journey because the _ took a few days.,journey,trip,2
The point Diane made at school was truly one of the best we ever heard. Therefore the _ was remembered.,school,point,2
"She was writing her paper with ink, but needed to get more ink since the _ was scarce.",paper,ink,2
"At the dance, Elena tries to flirt with Christine because _ has a great personality.",Elena,Christine,2
"James, very recently, changed his car for a bicycle as a vehicle because the _ was very cheap to use.",car,bicycle,2
Brett spent less money on the birthday gift than Nick because _ was better acquainted with the recipient.,Brett,Nick,2
